CBSA,GEOID,total,mtotal,mu5,ftotal,fu5,tu5,mschool,fschool,tschool,m18_20s,f18_20s,t18_20s,m30s,f30s,t30s,m40s,f40s,t40s,m50_65,f50_65,t50_65,mo65,fo65,to65,Pmu5,Pfu5,Ptu5,Pmschool,Pfschool,Ptschool,Pm18_20s,Pf18_20s,Pt18_20s,Pm30s,Pf30s,Pt30s,Pm40s,Pf40s,Pt40s,Pm50_65,Pf50_65,Pt50_65,Pmo65,Pfo65,Pto65,Name,State,CBSAFIPS
"Providence-Warwick, RI-MA Metro Area",310M200US39300,1604317,776584,43607,827733,41776,85383,128547,122713,251260,137931,136940,274871,94379,96951,191330,111337,117501,228838,159667,171835,331502,101116,140017,241133,2.7,2.6,5.3,8.0,7.6,15.7,8.6,8.5,17.1,5.9,6.0,11.9,6.9,7.3,14.3,10.0,10.7,20.7,6.3,8.7,15.0,Providence-Warwick, RI,39300
"Provo-Orem, UT Metro Area",310M200US39340,550774,276831,30260,273943,28359,58619,69210,65352,134562,66097,65878,131975,39403,38852,78255,26539,25361,51900,28174,29243,57417,17148,20898,38046,5.5,5.1,10.6,12.6,11.9,24.4,12.0,12.0,24.0,7.2,7.1,14.2,4.8,4.6,9.4,5.1,5.3,10.4,3.1,3.8,6.9,Provo-Orem, UT,39340
"Pueblo, CO Metro Area",310M200US39380,160757,79168,5209,81589,4890,10099,14499,13638,28137,12929,12255,25184,9880,9585,19465,9370,9979,19349,15755,16870,32625,11526,14372,25898,3.2,3.0,6.3,9.0,8.5,17.5,8.0,7.6,15.7,6.1,6.0,12.1,5.8,6.2,12.0,9.8,10.5,20.3,7.2,8.9,16.1,Pueblo, CO,39380
"Pullman, WA Micro Area",310M200US39420,46003,23452,993,22551,1027,2020,2533,2326,4859,10781,9886,20667,2339,1997,4336,1782,1871,3653,2999,3025,6024,2025,2419,4444,2.2,2.2,4.4,5.5,5.1,10.6,23.4,21.5,44.9,5.1,4.3,9.4,3.9,4.1,7.9,6.5,6.6,13.1,4.4,5.3,9.7,Pullman, WA,39420
"Punta Gorda, FL Metro Area",310M200US39460,163151,79302,2726,83849,2590,5316,8752,8154,16906,7962,7021,14983,6106,5880,11986,8210,8602,16812,17525,20885,38410,28021,30717,58738,1.7,1.6,3.3,5.4,5.0,10.4,4.9,4.3,9.2,3.7,3.6,7.3,5.0,5.3,10.3,10.7,12.8,23.5,17.2,18.8,36.0,Punta Gorda, FL,39460
"Quincy, IL-MO Micro Area",310M200US39500,77289,37888,2436,39401,2349,4785,6661,6179,12840,5855,5806,11661,4578,4558,9136,4615,4626,9241,7756,8058,15814,5987,7825,13812,3.2,3.0,6.2,8.6,8.0,16.6,7.6,7.5,15.1,5.9,5.9,11.8,6.0,6.0,12.0,10.0,10.4,20.5,7.7,10.1,17.9,Quincy, IL,39500
"Racine, WI Metro Area",310M200US39540,195039,96544,6408,98495,6022,12430,17749,17197,34946,14460,13242,27702,12027,11769,23796,13542,13976,27518,20534,21017,41551,11824,15272,27096,3.3,3.1,6.4,9.1,8.8,17.9,7.4,6.8,14.2,6.2,6.0,12.2,6.9,7.2,14.1,10.5,10.8,21.3,6.1,7.8,13.9,Racine, WI,39540
"Raleigh, NC Metro Area",310M200US39580,1189579,580492,41295,609087,39890,81185,113778,109894,223672,97315,95750,193065,86379,91692,178071,91367,95335,186702,100481,109753,210234,49877,66773,116650,3.5,3.4,6.8,9.6,9.2,18.8,8.2,8.0,16.2,7.3,7.7,15.0,7.7,8.0,15.7,8.4,9.2,17.7,4.2,5.6,9.8,Raleigh, NC,39580
"Rapid City, SD Metro Area",310M200US39660,139040,70360,5021,68680,4594,9615,12449,11239,23688,12074,10576,22650,9066,8452,17518,7889,8120,16009,14561,14780,29341,9300,10919,20219,3.6,3.3,6.9,9.0,8.1,17.0,8.7,7.6,16.3,6.5,6.1,12.6,5.7,5.8,11.5,10.5,10.6,21.1,6.7,7.9,14.5,Rapid City, SD,39660
"Warsaw, IN Micro Area",310M200US47700,77790,38820,2658,38970,2519,5177,7383,6938,14321,6016,5949,11965,4900,4154,9054,5017,5418,10435,7913,7928,15841,4933,6064,10997,3.4,3.2,6.7,9.5,8.9,18.4,7.7,7.6,15.4,6.3,5.3,11.6,6.4,7.0,13.4,10.2,10.2,20.4,6.3,7.8,14.1,Warsaw, IN,47700
"Washington, IN Micro Area",310M200US47780,32156,16010,1327,16146,1379,2706,3406,3191,6597,2574,2335,4909,1707,1725,3432,1995,1962,3957,3017,2958,5975,1984,2596,4580,4.1,4.3,8.4,10.6,9.9,20.5,8.0,7.3,15.3,5.3,5.4,10.7,6.2,6.1,12.3,9.4,9.2,18.6,6.2,8.1,14.2,Washington, IN,47780
"Washington, NC Micro Area",310M200US47820,47587,22801,1337,24786,1299,2636,3839,3742,7581,2952,2894,5846,2571,2591,5162,2697,3157,5854,5186,5773,10959,4219,5330,9549,2.8,2.7,5.5,8.1,7.9,15.9,6.2,6.1,12.3,5.4,5.4,10.8,5.7,6.6,12.3,10.9,12.1,23.0,8.9,11.2,20.1,Washington, NC,47820
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",310M200US47900,5863608,2859981,201583,3003627,191516,393099,501365,484012,985377,495039,497327,992366,428957,449122,878079,431106,449930,881036,530990,576611,1107601,270941,355109,626050,3.4,3.3,6.7,8.6,8.3,16.8,8.4,8.5,16.9,7.3,7.7,15.0,7.4,7.7,15.0,9.1,9.8,18.9,4.6,6.1,10.7,Washington-Arlington-Alexandria, DC,47900
"Washington Court House, OH Micro Area",310M200US47920,28875,14292,1012,14583,878,1890,2751,2362,5113,1942,1893,3835,1597,1787,3384,2000,2040,4040,2964,3108,6072,2026,2515,4541,3.5,3.0,6.5,9.5,8.2,17.7,6.7,6.6,13.3,5.5,6.2,11.7,6.9,7.1,14.0,10.3,10.8,21.0,7.0,8.7,15.7,Washington Court House, OH,47920
"Waterloo-Cedar Falls, IA Metro Area",310M200US47940,168831,82533,5288,86298,5096,10384,13324,13036,26360,17614,18097,35711,10164,9939,20103,9328,9211,18539,15746,16450,32196,11069,14469,25538,3.1,3.0,6.2,7.9,7.7,15.6,10.4,10.7,21.2,6.0,5.9,11.9,5.5,5.5,11.0,9.3,9.7,19.1,6.6,8.6,15.1,Waterloo-Cedar Falls, IA,47940
"Watertown, SD Micro Area",310M200US47980,27598,13811,926,13787,976,1902,2601,2314,4915,2229,1967,4196,1862,1727,3589,1633,1615,3248,2771,2821,5592,1789,2367,4156,3.4,3.5,6.9,9.4,8.4,17.8,8.1,7.1,15.2,6.7,6.3,13.0,5.9,5.9,11.8,10.0,10.2,20.3,6.5,8.6,15.1,Watertown, SD,47980
"Watertown-Fort Atkinson, WI Micro Area",310M200US48020,84201,41940,2489,42261,2351,4840,7434,7097,14531,6622,6619,13241,5323,5384,10707,6011,5598,11609,8809,8738,17547,5252,6474,11726,3.0,2.8,5.7,8.8,8.4,17.3,7.9,7.9,15.7,6.3,6.4,12.7,7.1,6.6,13.8,10.5,10.4,20.8,6.2,7.7,13.9,Watertown-Fort Atkinson, WI,48020
"Watertown-Fort Drum, NY Metro Area",310M200US48060,118885,61515,5231,57370,4988,10219,9987,9817,19804,15006,10881,25887,8649,7388,16037,7235,6935,14170,9387,9706,19093,6020,7655,13675,4.4,4.2,8.6,8.4,8.3,16.7,12.6,9.2,21.8,7.3,6.2,13.5,6.1,5.8,11.9,7.9,8.2,16.1,5.1,6.4,11.5,Watertown-Fort Drum, NY,48060
"Wauchula, FL Micro Area",310M200US48100,27549,15103,1082,12446,1031,2113,2825,2665,5490,2929,1918,4847,1973,1415,3388,2050,1505,3555,2296,1982,4278,1948,1930,3878,3.9,3.7,7.7,10.3,9.7,19.9,10.6,7.0,17.6,7.2,5.1,12.3,7.4,5.5,12.9,8.3,7.2,15.5,7.1,7.0,14.1,Wauchula, FL,48100
"Wausau, WI Metro Area",310M200US48140,134886,67799,4395,67087,4112,8507,12242,11523,23765,9758,8999,18757,8441,7627,16068,9481,9631,19112,14314,14035,28349,9168,11160,20328,3.3,3.0,6.3,9.1,8.5,17.6,7.2,6.7,13.9,6.3,5.7,11.9,7.0,7.1,14.2,10.6,10.4,21.0,6.8,8.3,15.1,Wausau, WI,48140
"Waycross, GA Micro Area",310M200US48180,54775,27093,1879,27682,1839,3718,4865,4704,9569,4550,3968,8518,3339,3270,6609,3737,3582,7319,5197,5499,10696,3526,4820,8346,3.4,3.4,6.8,8.9,8.6,17.5,8.3,7.2,15.6,6.1,6.0,12.1,6.8,6.5,13.4,9.5,10.0,19.5,6.4,8.8,15.2,Waycross, GA,48180
"Weatherford, OK Micro Area",310M200US48220,28506,14397,1043,14109,1103,2146,2550,2117,4667,3667,3441,7108,1824,1626,3450,1286,1298,2584,2384,2456,4840,1643,2068,3711,3.7,3.9,7.5,8.9,7.4,16.4,12.9,12.1,24.9,6.4,5.7,12.1,4.5,4.6,9.1,8.4,8.6,17.0,5.8,7.3,13.0,Weatherford, OK,48220
"Weirton-Steubenville, WV-OH Metro Area",310M200US48260,122666,59449,3018,63217,2780,5798,9362,8834,18196,8323,8491,16814,6188,6569,12757,8210,8022,16232,14272,14906,29178,10076,13615,23691,2.5,2.3,4.7,7.6,7.2,14.8,6.8,6.9,13.7,5.0,5.4,10.4,6.7,6.5,13.2,11.6,12.2,23.8,8.2,11.1,19.3,Weirton-Steubenville, WV,48260
"Wenatchee, WA Metro Area",310M200US48300,112847,56455,4078,56392,3766,7844,10612,10153,20765,8634,7954,16588,6704,6150,12854,6600,7121,13721,11502,11809,23311,8325,9439,17764,3.6,3.3,7.0,9.4,9.0,18.4,7.7,7.0,14.7,5.9,5.4,11.4,5.8,6.3,12.2,10.2,10.5,20.7,7.4,8.4,15.7,Wenatchee, WA,48300
"Kalamazoo-Portage, MI Metro Area",310M200US28020,330439,162181,10169,168258,10017,20186,28495,27054,55549,34432,33154,67586,18796,19280,38076,20361,20992,41353,30887,32871,63758,19041,24890,43931,3.1,3.0,6.1,8.6,8.2,16.8,10.4,10.0,20.5,5.7,5.8,11.5,6.2,6.4,12.5,9.3,9.9,19.3,5.8,7.5,13.3,Kalamazoo-Portage, MI,28020
"Kalispell, MT Micro Area",310M200US28060,92373,46068,2794,46305,2659,5453,8221,7511,15732,6060,6097,12157,5387,5491,10878,5920,5698,11618,10760,11299,22059,6926,7550,14476,3.0,2.9,5.9,8.9,8.1,17.0,6.6,6.6,13.2,5.8,5.9,11.8,6.4,6.2,12.6,11.6,12.2,23.9,7.5,8.2,15.7,Kalispell, MT,28060
"Kankakee, IL Metro Area",310M200US28100,112682,55288,3605,57394,3540,7145,10608,10032,20640,9294,9300,18594,6671,6861,13532,7339,7450,14789,10830,11320,22150,6941,8891,15832,3.2,3.1,6.3,9.4,8.9,18.3,8.2,8.3,16.5,5.9,6.1,12.0,6.5,6.6,13.1,9.6,10.0,19.7,6.2,7.9,14.1,Kankakee, IL,28100
"Kansas City, MO-KS Metro Area",310M200US28140,2040869,1000049,71958,1040820,68993,140951,191181,182718,373899,155935,155997,311932,140461,139981,280442,137466,140619,278085,192371,205959,398330,110677,146553,257230,3.5,3.4,6.9,9.4,9.0,18.3,7.6,7.6,15.3,6.9,6.9,13.7,6.7,6.9,13.6,9.4,10.1,19.5,5.4,7.2,12.6,Kansas City, MO,28140
"Kapaa, HI Micro Area",310M200US28180,68745,34548,2325,34197,2114,4439,5729,5266,10995,4840,4422,9262,4201,3986,8187,4558,4506,9064,7814,7815,15629,5081,6088,11169,3.4,3.1,6.5,8.3,7.7,16.0,7.0,6.4,13.5,6.1,5.8,11.9,6.6,6.6,13.2,11.4,11.4,22.7,7.4,8.9,16.2,Kapaa, HI,28180
"Kearney, NE Micro Area",310M200US28260,53948,26737,1916,27211,1769,3685,4664,4366,9030,5987,5884,11871,3385,3289,6674,2991,2873,5864,4803,4924,9727,2991,4106,7097,3.6,3.3,6.8,8.6,8.1,16.7,11.1,10.9,22.0,6.3,6.1,12.4,5.5,5.3,10.9,8.9,9.1,18.0,5.5,7.6,13.2,Kearney, NE,28260
"Keene, NH Micro Area",310M200US28300,76596,37283,1829,39313,1797,3626,5411,5456,10867,7097,7337,14434,3918,4082,8000,5013,5071,10084,8538,8899,17437,5477,6671,12148,2.4,2.3,4.7,7.1,7.1,14.2,9.3,9.6,18.8,5.1,5.3,10.4,6.5,6.6,13.2,11.1,11.6,22.8,7.2,8.7,15.9,Keene, NH,28300
"Kendallville, IN Micro Area",310M200US28340,47497,23749,1587,23748,1569,3156,4685,4477,9162,3509,3259,6768,3266,2976,6242,2968,3041,6009,4911,4809,9720,2823,3617,6440,3.3,3.3,6.6,9.9,9.4,19.3,7.4,6.9,14.2,6.9,6.3,13.1,6.2,6.4,12.7,10.3,10.1,20.5,5.9,7.6,13.6,Kendallville, IN,28340
"Kennett, MO Micro Area",310M200US28380,31778,15283,1169,16495,1100,2269,3026,2856,5882,2131,2204,4335,1723,1785,3508,1883,2235,4118,3088,3203,6291,2263,3112,5375,3.7,3.5,7.1,9.5,9.0,18.5,6.7,6.9,13.6,5.4,5.6,11.0,5.9,7.0,13.0,9.7,10.1,19.8,7.1,9.8,16.9,Kennett, MO,28380
"Kennewick-Richland, WA Metro Area",310M200US28420,266561,135373,11360,131188,10767,22127,28443,26820,55263,22887,21081,43968,18556,18195,36751,16815,15219,32034,23868,23411,47279,13444,15695,29139,4.3,4.0,8.3,10.7,10.1,20.7,8.6,7.9,16.5,7.0,6.8,13.8,6.3,5.7,12.0,9.0,8.8,17.7,5.0,5.9,10.9,Kennewick-Richland, WA,28420
"Kerrville, TX Micro Area",310M200US28500,49914,24133,1285,25781,1266,2551,3847,3427,7274,3385,3322,6707,2061,2228,4289,2665,2829,5494,5058,5701,10759,5832,7008,12840,2.6,2.5,5.1,7.7,6.9,14.6,6.8,6.7,13.4,4.1,4.5,8.6,5.3,5.7,11.0,10.1,11.4,21.6,11.7,14.0,25.7,Kerrville, TX,28500
"Ketchikan, AK Micro Area",310M200US28540,13676,7086,426,6590,443,869,1217,1099,2316,1206,971,2177,871,778,1649,973,983,1956,1669,1560,3229,724,756,1480,3.1,3.2,6.4,8.9,8.0,16.9,8.8,7.1,15.9,6.4,5.7,12.1,7.1,7.2,14.3,12.2,11.4,23.6,5.3,5.5,10.8,Ketchikan, AK,28540
"Key West, FL Micro Area",310M200US28580,75208,39931,1789,35277,1612,3401,4180,3812,7992,5416,4519,9935,5031,4441,9472,5591,4959,10550,10423,9283,19706,7501,6651,14152,2.4,2.1,4.5,5.6,5.1,10.6,7.2,6.0,13.2,6.7,5.9,12.6,7.4,6.6,14.0,13.9,12.3,26.2,10.0,8.8,18.8,Key West, FL,28580
"Kill Devil Hills, NC Micro Area",310M200US28620,38749,19477,834,19272,1105,1939,2914,2789,5703,2559,2081,4640,2609,2276,4885,2894,2762,5656,4583,4847,9430,3084,3412,6496,2.2,2.9,5.0,7.5,7.2,14.7,6.6,5.4,12.0,6.7,5.9,12.6,7.5,7.1,14.6,11.8,12.5,24.3,8.0,8.8,16.8,Kill Devil Hills, NC,28620
"Killeen-Temple, TX Metro Area",310M200US28660,417887,207768,18269,210119,17705,35974,40759,38631,79390,47719,42572,90291,30440,30966,61406,24059,25975,50034,29082,32338,61420,17440,21932,39372,4.4,4.2,8.6,9.8,9.2,19.0,11.4,10.2,21.6,7.3,7.4,14.7,5.8,6.2,12.0,7.0,7.7,14.7,4.2,5.2,9.4,Killeen-Temple, TX,28660
"Kingsport-Bristol-Bristol, TN-VA Metro Area",310M200US28700,308800,150108,7812,158692,7714,15526,23834,23197,47031,20529,19819,40348,17079,18170,35249,22041,21542,43583,32817,35162,67979,25996,33088,59084,2.5,2.5,5.0,7.7,7.5,15.2,6.6,6.4,13.1,5.5,5.9,11.4,7.1,7.0,14.1,10.6,11.4,22.0,8.4,10.7,19.1,Kingsport-Bristol-Bristol, TN,28700
"Kingston, NY Metro Area",310M200US28740,181598,90391,4330,91207,4187,8517,13520,12866,26386,14818,14009,28827,9987,9738,19725,14099,13069,27168,20716,21026,41742,12921,16312,29233,2.4,2.3,4.7,7.4,7.1,14.5,8.2,7.7,15.9,5.5,5.4,10.9,7.8,7.2,15.0,11.4,11.6,23.0,7.1,9.0,16.1,Kingston, NY,28740
"Wichita, KS Metro Area",310M200US48620,636095,314826,24071,321269,23209,47280,61816,59894,121710,53310,51452,104762,40429,40086,80515,39483,39196,78679,60297,61847,122144,35420,45585,81005,3.8,3.6,7.4,9.7,9.4,19.1,8.4,8.1,16.5,6.4,6.3,12.7,6.2,6.2,12.4,9.5,9.7,19.2,5.6,7.2,12.7,Wichita, KS,48620
"West Plains, MO Micro Area",310M200US48460,40469,19637,1420,20832,1275,2695,3713,3557,7270,2830,2822,5652,2368,2315,4683,2354,2565,4919,3828,4216,8044,3124,4082,7206,3.5,3.2,6.7,9.2,8.8,18.0,7.0,7.0,14.0,5.9,5.7,11.6,5.8,6.3,12.2,9.5,10.4,19.9,7.7,10.1,17.8,West Plains, MO,48460
"Wheeling, WV-OH Metro Area",310M200US48540,146465,72574,3860,73891,3553,7413,10857,10328,21185,11300,9819,21119,8848,7866,16714,9610,9342,18952,16860,17366,34226,11239,15617,26856,2.6,2.4,5.1,7.4,7.1,14.5,7.7,6.7,14.4,6.0,5.4,11.4,6.6,6.4,12.9,11.5,11.9,23.4,7.7,10.7,18.3,Wheeling, WV,48540
"Whitewater-Elkhorn, WI Micro Area",310M200US48580,102920,51459,2937,51461,2705,5642,9062,8564,17626,9468,8580,18048,5992,5841,11833,6700,6987,13687,10700,10712,21412,6600,8072,14672,2.9,2.6,5.5,8.8,8.3,17.1,9.2,8.3,17.5,5.8,5.7,11.5,6.5,6.8,13.3,10.4,10.4,20.8,6.4,7.8,14.3,Whitewater-Elkhorn, WI,48580
"Wichita Falls, TX Metro Area",310M200US48660,151202,77698,5057,73504,4632,9689,12769,12051,24820,17595,13343,30938,10176,8531,18707,8922,8702,17624,14091,14154,28245,9088,12091,21179,3.3,3.1,6.4,8.4,8.0,16.4,11.6,8.8,20.5,6.7,5.6,12.4,5.9,5.8,11.7,9.3,9.4,18.7,6.0,8.0,14.0,Wichita Falls, TX,48660
"Williamsport, PA Metro Area",310M200US48700,116676,57253,3420,59423,3069,6489,8903,8715,17618,10553,9187,19740,6330,6422,12752,7261,8020,15281,12411,12716,25127,8375,11294,19669,2.9,2.6,5.6,7.6,7.5,15.1,9.0,7.9,16.9,5.4,5.5,10.9,6.2,6.9,13.1,10.6,10.9,21.5,7.2,9.7,16.9,Williamsport, PA,48700
"Williston, ND Micro Area",310M200US48780,27066,14394,1099,12672,986,2085,2275,2237,4512,2973,2276,5249,2008,1416,3424,1767,1548,3315,2925,2431,5356,1347,1778,3125,4.1,3.6,7.7,8.4,8.3,16.7,11.0,8.4,19.4,7.4,5.2,12.7,6.5,5.7,12.2,10.8,9.0,19.8,5.0,6.6,11.5,Williston, ND,48780
"Willmar, MN Micro Area",310M200US48820,42316,21353,1438,20963,1365,2803,3854,3390,7244,3441,2917,6358,2524,2141,4665,2362,2676,5038,4537,4533,9070,3197,3941,7138,3.4,3.2,6.6,9.1,8.0,17.1,8.1,6.9,15.0,6.0,5.1,11.0,5.6,6.3,11.9,10.7,10.7,21.4,7.6,9.3,16.9,Willmar, MN,48820
"Wilmington, NC Metro Area",310M200US48900,263804,128367,7374,135437,7176,14550,19877,19085,38962,24450,24706,49156,16921,16591,33512,17906,18133,36039,24510,27409,51919,17329,22337,39666,2.8,2.7,5.5,7.5,7.2,14.8,9.3,9.4,18.6,6.4,6.3,12.7,6.8,6.9,13.7,9.3,10.4,19.7,6.6,8.5,15.0,Wilmington, NC,48900
"Wilmington, OH Micro Area",310M200US48940,41871,20650,1339,21221,1236,2575,4078,3590,7668,3104,3189,6293,2219,2418,4637,2931,2915,5846,4345,4529,8874,2634,3344,5978,3.2,3.0,6.1,9.7,8.6,18.3,7.4,7.6,15.0,5.3,5.8,11.1,7.0,7.0,14.0,10.4,10.8,21.2,6.3,8.0,14.3,Wilmington, OH,48940
"Wilson, NC Micro Area",310M200US48980,81499,38699,2724,42800,2515,5239,7247,7135,14382,5827,6095,11922,4791,5012,9803,5053,5739,10792,7827,8941,16768,5230,7363,12593,3.3,3.1,6.4,8.9,8.8,17.6,7.1,7.5,14.6,5.9,6.1,12.0,6.2,7.0,13.2,9.6,11.0,20.6,6.4,9.0,15.5,Wilson, NC,48980
"Winchester, VA-WV Metro Area",310M200US49020,131082,65586,3897,65496,3657,7554,12124,10879,23003,10063,9405,19468,7883,7776,15659,9690,9888,19578,13156,13439,26595,8773,10452,19225,3.0,2.8,5.8,9.2,8.3,17.5,7.7,7.2,14.9,6.0,5.9,11.9,7.4,7.5,14.9,10.0,10.3,20.3,6.7,8.0,14.7,Winchester, VA,49020
"Winnemucca, NV Micro Area",310M200US49080,17003,8965,739,8038,557,1296,1753,1709,3462,1378,1200,2578,1151,949,2100,1161,1103,2264,1937,1716,3653,846,804,1650,4.3,3.3,7.6,10.3,10.1,20.4,8.1,7.1,15.2,6.8,5.6,12.4,6.8,6.5,13.3,11.4,10.1,21.5,5.0,4.7,9.7,Winnemucca, NV,49080
"Winona, MN Micro Area",310M200US49100,51285,25128,1193,26157,1241,2434,3653,3471,7124,6562,7259,13821,2776,2480,5256,2753,2751,5504,4957,4891,9848,3234,4064,7298,2.3,2.4,4.7,7.1,6.8,13.9,12.8,14.2,26.9,5.4,4.8,10.2,5.4,5.4,10.7,9.7,9.5,19.2,6.3,7.9,14.2,Winona, MN,49100
"Winston-Salem, NC Metro Area",310M200US49180,648045,311956,20045,336089,19437,39482,57350,54875,112225,46734,49005,95739,37870,40533,78403,45523,48328,93851,63124,68759,131883,41310,55152,96462,3.1,3.0,6.1,8.8,8.5,17.3,7.2,7.6,14.8,5.8,6.3,12.1,7.0,7.5,14.5,9.7,10.6,20.4,6.4,8.5,14.9,Winston-Salem, NC,49180
"Wisconsin Rapids-Marshfield, WI Micro Area",310M200US49220,74261,36655,2313,37606,2041,4354,6204,5963,12167,4954,4831,9785,4313,3923,8236,4740,4973,9713,8315,8528,16843,5816,7347,13163,3.1,2.7,5.9,8.4,8.0,16.4,6.7,6.5,13.2,5.8,5.3,11.1,6.4,6.7,13.1,11.2,11.5,22.7,7.8,9.9,17.7,Wisconsin Rapids-Marshfield, WI,49220
"Woodward, OK Micro Area",310M200US49260,20697,10978,762,9719,710,1472,1929,1762,3691,2042,1440,3482,1648,1250,2898,1307,1109,2416,2028,1859,3887,1262,1589,2851,3.7,3.4,7.1,9.3,8.5,17.8,9.9,7.0,16.8,8.0,6.0,14.0,6.3,5.4,11.7,9.8,9.0,18.8,6.1,7.7,13.8,Woodward, OK,49260
"Wooster, OH Micro Area",310M200US49300,114978,56753,3967,58225,3672,7639,10784,10270,21054,9090,8828,17918,6194,6203,12397,7420,7578,14998,11511,11797,23308,7787,9877,17664,3.5,3.2,6.6,9.4,8.9,18.3,7.9,7.7,15.6,5.4,5.4,10.8,6.5,6.6,13.0,10.0,10.3,20.3,6.8,8.6,15.4,Wooster, OH,49300
"Worcester, MA-CT Metro Area",310M200US49340,924722,456142,26692,468580,25130,51822,80084,75691,155775,75769,72415,148184,54400,55555,109955,69339,70938,140277,96431,98022,194453,53427,70829,124256,2.9,2.7,5.6,8.7,8.2,16.8,8.2,7.8,16.0,5.9,6.0,11.9,7.5,7.7,15.2,10.4,10.6,21.0,5.8,7.7,13.4,Worcester, MA,49340
"Worthington, MN Micro Area",310M200US49380,21589,11031,869,10558,873,1742,2008,1863,3871,1770,1616,3386,1333,1358,2691,1380,1017,2397,2191,1985,4176,1480,1846,3326,4.0,4.0,8.1,9.3,8.6,17.9,8.2,7.5,15.7,6.2,6.3,12.5,6.4,4.7,11.1,10.1,9.2,19.3,6.9,8.6,15.4,Worthington, MN,49380
"Yakima, WA Metro Area",310M200US49420,246402,123372,10925,123030,10389,21314,27048,25833,52881,21350,19916,41266,15170,15508,30678,15080,14298,29378,20273,20770,41043,13526,16316,29842,4.4,4.2,8.7,11.0,10.5,21.5,8.7,8.1,16.7,6.2,6.3,12.5,6.1,5.8,11.9,8.2,8.4,16.7,5.5,6.6,12.1,Yakima, WA,49420
"Yankton, SD Micro Area",310M200US49460,22580,11727,755,10853,608,1363,1840,1706,3546,1753,1588,3341,1564,1252,2816,1699,1284,2983,2508,2309,4817,1608,2106,3714,3.3,2.7,6.0,8.1,7.6,15.7,7.8,7.0,14.8,6.9,5.5,12.5,7.5,5.7,13.2,11.1,10.2,21.3,7.1,9.3,16.4,Yankton, SD,49460
"York-Hanover, PA Metro Area",310M200US49620,438052,216406,13366,221646,12462,25828,38321,36004,74325,31819,30678,62497,26454,26248,52702,31606,32547,64153,45778,47274,93052,29062,36433,65495,3.1,2.8,5.9,8.7,8.2,17.0,7.3,7.0,14.3,6.0,6.0,12.0,7.2,7.4,14.6,10.5,10.8,21.2,6.6,8.3,15.0,York-Hanover, PA,49620
"Youngstown-Warren-Boardman, OH-PA Metro Area",310M200US49660,559144,272275,14869,286869,14198,29067,45677,43456,89133,40249,38149,78398,30284,29485,59769,35930,36833,72763,61496,65126,126622,43770,59622,103392,2.7,2.5,5.2,8.2,7.8,15.9,7.2,6.8,14.0,5.4,5.3,10.7,6.4,6.6,13.0,11.0,11.6,22.6,7.8,10.7,18.5,Youngstown-Warren-Boardman, OH,49660
"Yuba City, CA Metro Area",310M200US49700,168126,84283,6850,83843,6100,12950,17166,16198,33364,15061,14066,29127,10695,10685,21380,10638,10453,21091,14421,14848,29269,9452,11493,20945,4.1,3.6,7.7,10.2,9.6,19.8,9.0,8.4,17.3,6.4,6.4,12.7,6.3,6.2,12.5,8.6,8.8,17.4,5.6,6.8,12.5,Yuba City, CA,49700
"Yuma, AZ Metro Area",310M200US49740,201453,102508,7713,98945,7440,15153,19742,19407,39149,21159,16307,37466,11551,11133,22684,11737,11702,23439,14790,15803,30593,15816,17153,32969,3.8,3.7,7.5,9.8,9.6,19.4,10.5,8.1,18.6,5.7,5.5,11.3,5.8,5.8,11.6,7.3,7.8,15.2,7.9,8.5,16.4,Yuma, AZ,49740
"Zanesville, OH Micro Area",310M200US49780,85947,41634,2655,44313,2560,5215,7692,7356,15048,6463,6504,12967,4749,4894,9643,5632,5934,11566,8678,9172,17850,5765,7893,13658,3.1,3.0,6.1,8.9,8.6,17.5,7.5,7.6,15.1,5.5,5.7,11.2,6.6,6.9,13.5,10.1,10.7,20.8,6.7,9.2,15.9,Zanesville, OH,49780
"Zapata, TX Micro Area",310M200US49820,14231,7183,837,7048,721,1558,1729,1525,3254,1242,1238,2480,971,1023,1994,688,716,1404,979,996,1975,737,829,1566,5.9,5.1,10.9,12.1,10.7,22.9,8.7,8.7,17.4,6.8,7.2,14.0,4.8,5.0,9.9,6.9,7.0,13.9,5.2,5.8,11.0,Zapata, TX,49820
"Klamath Falls, OR Micro Area",310M200US28900,65985,32868,1902,33117,1939,3841,5397,5135,10532,5049,4753,9802,3616,3453,7069,3967,4062,8029,7170,7547,14717,5767,6228,11995,2.9,2.9,5.8,8.2,7.8,16.0,7.7,7.2,14.9,5.5,5.2,10.7,6.0,6.2,12.2,10.9,11.4,22.3,8.7,9.4,18.2,Klamath Falls, OR,28900
"Kingsville, TX Micro Area",310M200US28780,32670,16937,1250,15733,1079,2329,3114,2665,5779,5022,3980,9002,1800,1801,3601,1591,1587,3178,2400,2451,4851,1760,2170,3930,3.8,3.3,7.1,9.5,8.2,17.7,15.4,12.2,27.6,5.5,5.5,11.0,4.9,4.9,9.7,7.3,7.5,14.8,5.4,6.6,12.0,Kingsville, TX,28780
